,MarketCap,PriceToBook,Beta,DividendYield,Return_6m,Momentum_6m,Volatility,BookValue,PE,PB,ROE,ROA,DebtToEquity
T,200325496832,1.9309196,0.612,3.95,0.2821816283442786,0.8981900452488688,0.22691143766073138,14.418,17.079754,1.9309196,0.10885,0.041739997,119.246
ATO,25374259200,2.0414784,0.726,2.14,0.30536966117439734,0.918552036199095,0.21048302015853498,78.306,22.902578,2.0414784,0.09186,0.03644,64.747
ADSK,61504909312,23.471588,1.473,,-0.18415357452692893,0.2420814479638009,0.3797465452111275,12.248,56.038986,23.471588,0.49687,0.085260004,97.634
ADP,124910624768,21.353132,0.775,2.02,-0.041119827183512606,0.5271493212669683,0.24910695271153144,14.411,31.496416,21.353132,0.76289004,0.055710003,74.577
AVB,29261099008,2.4523911,0.875,3.37,-0.12011120227124811,0.38009049773755654,0.26244714493922006,83.808,25.531675,2.4523911,0.096920006,0.029059999,71.138
AVY,13461837824,6.2321305,0.887,2.19,-0.1490986925101404,0.3190045248868778,0.2845163840656901,27.631,19.815882,6.2321305,0.31949,0.08647,159.369
AXON,53294030848,22.534235,1.24,,-0.41139876517618573,0.03167420814479638,0.499746099141871,30.38,142.32642,22.534235,0.15166001,0.00677,80.08
BKR,36152471552,2.1205254,0.937,2.53,0.6217164177109024,0.9683257918552036,0.4463394842664054,17.208,12.453925,2.1205254,0.18035999,0.05787,35.011
BALL,14720417792,2.6483438,1.104,1.58,-0.2335849464779743,0.17420814479638008,0.26708482080796564,19.684,29.619318,2.6483438,0.08219,0.04257,126.809
BAC,314757283840,1.1485187,1.28,2.54,-0.1673789754672271,0.2737556561085973,0.33886219015130736,36.386,12.4746275,1.1485187,0.094560005,0.00841,
BDX,47926423552,1.8987601,0.34,2.49,0.09407616770347249,0.7171945701357466,0.22323663639362334,88.068,32.40698,1.8987601,0.058870003,0.03687,76.344
BRK-B,1108764000256,0.0011293134,0.869,,0.1283746745464496,0.755656108597285,0.18947826090045597,454913.6,13.6924305,0.0011293134,0.13187,0.05789,19.175
BBY,14574580736,5.1833167,1.296,5.56,-0.23877513299480993,0.16063348416289594,0.37566014470284803,13.283,16.086447,5.1833167,0.31633,0.072859995,144.836
TECH,7894914560,3.8945644,1.457,0.66,-0.23616623536675846,0.167420814479638,0.3574867861416658,12.823,60.168674,3.8945644,0.0653,0.05235,20.986
BIIB,17315213312,1.019621,0.124,,-0.1516077231711121,0.31221719457013575,0.5494701305036319,115.896,11.676877,1.019621,0.09191,0.0543,38.997
BLK,143153512448,3.0126286,1.426,2.26,-0.2615876389853995,0.1425339366515837,0.2683532758943484,306.523,22.446281,3.0126286,0.13932,0.036679998,28.41
BX,169112125440,13.5067835,1.662,2.97,-0.1600756888754253,0.2986425339366516,0.35836018683019477,10.32,42.367783,13.5067835,0.26345,0.11889,73.101
BK,61462937600,1.6265289,1.047,2.24,-0.1552982854215876,0.30995475113122173,0.3132491335150538,52.818,14.014682,1.6265289,0.11229,0.01082,
BSX,152176230400,6.8500266,0.688,,0.04859465429343329,0.6515837104072398,0.28377273821556365,15.016,75.08029,6.8500266,0.09498999,0.05283,52.163
BMY,94529462272,5.4359274,0.4,5.21,0.4203783317810553,0.9524886877828054,0.20084930481039992,8.545,17.332088,5.4359274,0.31986,0.07237,293.85
AVGO,978945966080,3.5156448,1.059,1.15,0.04969160480830717,0.6538461538461539,0.3153393972547079,59.221,96.837204,3.5156448,0.14845,0.069759995,166.032
BR,27838730240,11.659369,0.992,1.49,-0.13452026639801126,0.3574660633484163,0.2262835544845877,20.327,35.585587,11.659369,0.33918,0.09024,152.819
BRO,31905202176,4.683805,0.873,0.54,-0.09642026334077491,0.41855203619909503,0.23767606886760298,23.767,31.008358,4.683805,0.16519,0.05683,59.026
BF-B,16382706688,4.285361,0.645,2.63,-0.050985392251572344,0.5067873303167421,0.23329839913168232,8.088,16.583733,4.285361,0.27985,0.0896,74.889
BLDR,12236221440,2.8786852,1.794,,-0.08107720147138318,0.4592760180995475,0.4961024288641037,38.462,14.194872,2.8786852,0.19621,0.07772,116.805
BG,10362424320,0.90456194,0.665,3.58,0.3309054895759375,0.9298642533936652,0.2972648202727189,85.511,9.929397,0.90456194,0.09861,0.0313,66.083
CHRW,10563496960,6.1009393,0.925,2.83,0.16423426956910842,0.7918552036199095,0.2818083165893111,14.583,21.23389,6.1009393,0.3211,0.0887,99.658
CDNS,83490775040,17.480135,1.045,,-0.13659418785128383,0.34615384615384615,0.35802647024834505,17.493,77.41266,17.480135,0.25921,0.12727,51.864
CPT,12604747776,2.783138,0.809,3.53,-0.12205058634551523,0.37104072398190047,0.2435263467196748,42.391,108.23853,2.783138,0.025999999,0.02076,79.752
CPB,10531788800,2.6918678,0.138,4.42,0.18501111261158093,0.8099547511312217,0.24181105144140116,13.121,20.416185,2.6918678,0.13423,0.064959995,205.496
COF,71904378880,1.2251396,1.135,1.29,-0.10267824106193053,0.40497737556561086,0.4095505588178894,153.256,15.7781515,1.2251396,0.08028,0.00999,
KMX,10092411904,1.6233207,1.449,,-0.30293805957895464,0.09502262443438914,0.3790563892965006,40.719,20.5919,1.6233207,0.08128,0.01806,311.168
CCL,27354624000,2.8826385,2.508,,-0.23552783056423202,0.16968325791855204,0.7303204496382183,7.004,13.025807,2.8826385,0.2587,0.048130002,309.246
CARR,61246230528,4.4339623,1.332,1.29,-0.2757130966105928,0.11990950226244344,0.3267117819285386,16.112,47.626667,4.4339623,0.11125,0.03244,81.85
CAT,153143967744,8.559037,1.346,1.76,0.1361477901486917,0.7647058823529411,0.2989612411774653,38.044,15.883903,8.559037,0.55646,0.09403,213.547
CBOE,24263049216,5.4511023,0.434,1.08,-0.12068019503268204,0.3755656108597285,0.27560733638241103,42.507,30.448095,5.4511023,0.19018,0.09319,36.019
CBRE,37737111552,4.510922,1.303,,-0.16720731827938912,0.27828054298642535,0.36886315032001227,28.063,38.594513,4.510922,0.11921,0.038900003,100.422
CDW,23578386432,10.205897,0.908,1.42,-0.09034725471482703,0.4343891402714932,0.3019179003619085,17.533,22.173483,10.205897,0.48707,0.07545,272.795
COR,54820777984,46.48489,0.6,0.72,0.30416511133236473,0.916289592760181,0.24929153037171994,6.088,32.716763,46.48489,1.4178,0.02974,827.73
CNC,31244492800,1.1190319,0.481,,0.1372356101357158,0.7692307692307693,0.32843455736917204,56.111,9.261062,1.1190319,0.12527001,0.03858,65.384
CNP,24503410688,2.236787,0.613,2.25,0.2520175210821871,0.8823529411764706,0.2512013342515601,16.783,25.364864,2.236787,0.092209995,0.02971,202.529
CF,13718546432,2.8084106,0.921,2.48,0.5889635117003309,0.9638009049773756,0.4249788153426733,29.344,12.227004,2.8084106,0.20794001,0.08705,45.169
CRL,6816767488,2.1339831,1.502,,-0.37220869295981224,0.04524886877828054,0.3392485698804845,65.038,660.9047,2.1339831,-0.00671,0.04265,92.213
CHTR,56388431872,3.4706995,1.111,,-0.2334901553096655,0.17647058823529413,0.2674807404880949,115.749,11.205858,3.4706995,0.33116,0.05639,465.632
CVX,241903255552,1.6084226,0.806,5.04,0.5915382414779132,0.9660633484162896,0.3171014032994335,86.103,15.845539,1.6084226,0.10079,0.05233,19.777
CMG,66990739456,19.226606,1.116,,-0.16349537342501644,0.2873303167420814,0.3313753379006129,2.586,44.0,19.226606,0.45574,0.1435,132.72
CB,116162461696,1.7674749,0.582,1.25,0.1717922378381753,0.7963800904977375,0.2765659910709894,164.008,13.956668,1.7674749,0.12855,0.0271,29.874
CHD,22551584768,4.9542823,0.545,1.28,-0.00596079190516482,0.5769230769230769,0.20932471791690876,18.483,39.30043,4.9542823,0.13354999,0.08238,52.837
CI,89081503744,2.237386,0.482,1.81,0.3922278842318388,0.9411764705882353,0.30641715571345896,149.04,18.59788,2.237386,0.13206,0.040260002,75.34
CINF,23101730816,1.6840043,0.739,2.4,0.11916833506148389,0.7420814479638009,0.34155578508976686,87.767,16.100218,1.6840043,0.10974,0.03222,6.4
CTAS,86709223424,18.876581,1.085,0.73,-0.07200293992065916,0.4841628959276018,0.28929719697310746,11.376,49.939533,18.876581,0.40296,0.15531999,58.617
CSCO,237782384640,5.2209992,0.888,2.75,-0.16469582706043992,0.2828054298642534,0.2617154015732534,11.448,26.214912,5.2209992,0.20019,0.065560006,71.21
C,133447155712,0.6876672,1.285,3.19,-0.16253431713405664,0.2895927601809955,0.35970115306932493,103.902,11.287519,0.6876672,0.06435,0.00541,
CFG,16964347904,0.7524958,1.072,4.41,-0.13799302969393515,0.3416289592760181,0.4341783297137501,51.987,12.419047,0.7524958,0.06367,0.00703,
CLX,16609573888,615.34247,0.598,3.58,-0.12363828110209751,0.3665158371040724,0.27603844751905865,0.219,24.193893,615.34247,3.18652,0.11598,1549.474
CME,102468083712,3.783313,0.466,3.79,-0.0751672001461546,0.47737556561085975,0.2503294625343387,75.159,28.606642,3.783313,0.13387,0.01762,14.045
CMS,21620682752,2.6653883,0.408,2.93,0.22032517537108318,0.8506787330316742,0.19217320656468126,27.118,21.384615,2.6653883,0.11234,0.03091,190.138
KO,303537094656,11.583443,0.474,2.82,0.21168328183868956,0.8393665158371041,0.1960807180752661,6.088,28.321283,11.583443,0.38776,0.088929996,180.05
CTSH,39026216960,2.6197014,0.928,1.59,-0.04216717828434949,0.5248868778280543,0.2782249271675292,30.221,16.667368,2.6197014,0.16605,0.10094,7.913
CL,72783814656,200.46873,0.392,2.29,0.054197975196443586,0.665158371040724,0.17153088846496328,0.448,25.441925,200.46873,4.51259,0.16023001,1128.104
CMCSA,127879225344,1.480185,0.967,3.84,-0.1117110388229917,0.39819004524886875,0.2505835756723181,23.139,8.435961,1.480185,0.18049,0.05451,113.542
CAG,11022287872,1.2555053,0.178,6.09,0.08350706413977273,0.7036199095022625,0.23142577062392686,18.391,33.955883,1.2555053,0.03658,0.05133,92.778
COP,111992815616,1.7443783,0.645,3.56,0.6758733664637471,0.9751131221719457,0.4230913038277593,50.786,11.343149,1.7443783,0.1666,0.08781999,36.457
ED,38796673024,1.6299345,0.276,3.06,0.2933052979221137,0.9049773755656109,0.19570377470476738,66.064,19.903883,1.6299345,0.08331,0.03111,110.23
COO,16450460672,2.0235136,1.082,,-0.08827830505005586,0.4434389140271493,0.2697560869855934,40.657,39.74396,2.0235136,0.05251,0.03797,31.251
CPRT,59434041344,7.1593156,1.202,,-0.22216863589414546,0.1832579185520362,0.2853008155053049,8.593,41.28859,7.1593156,0.19184999,0.12133,1.434
GLW,38609715200,3.4074078,1.078,2.5,-0.030643744241703904,0.5497737556561086,0.30415038212299356,13.23,86.692314,3.4074078,0.048660003,0.03592,73.266
CPAY,23065335808,6.663206,0.979,,0.17182443633903402,0.8009049773755657,0.3395378027859254,49.119,22.983849,6.663206,0.30040002,0.06493,233.864
CTVA,46301585408,1.9537148,0.718,1.09,0.3924988968087033,0.9434389140271493,0.303687824862007,34.698,55.565575,1.9537148,0.04659,0.03079,16.647
CSGP,31460114432,3.687933,0.893,,-0.21257718801286363,0.20135746606334842,0.3633549163899405,20.22,266.3214,3.687933,0.01474,0.0014300001,13.085
COST,447272419328,17.489115,0.99,0.52,-0.15008495133421826,0.31447963800904977,0.22792109406093883,57.641,58.88376,17.489115,0.32894,0.087349996,31.431
CTRA,17852674048,1.256311,0.305,3.89,0.8289230914885946,0.9864253393665159,0.4169672759052103,18.618,13.678362,1.256311,0.09404001,0.04621,31.773
CSX,53989527552,4.4365544,1.22,1.83,-0.07104804370045836,0.48642533936651583,0.25996947068565013,6.478,17.107143,4.4365544,0.26121,0.07445,162.012
CMI,42250838016,3.8677173,1.014,2.44,0.00455274380775066,0.5927601809954751,0.27086995087348315,79.3,15.116312,3.8677173,0.26187,0.07728,67.789
CVS,84718395392,1.0986253,0.6,3.98,0.0954321177581473,0.7217194570135747,0.2486766952735373,60.958,15.983294,1.0986253,0.06934,0.02309,105.321
DHR,135784071168,2.6700723,0.834,0.66,-0.18729637872660737,0.2398190045248869,0.2545803648613346,71.058,36.76938,2.6700723,0.07219,0.03928,34.562
DRI,23219128320,10.546431,0.738,2.83,-0.08706161337953121,0.4457013574660634,0.39966868268000266,18.813,22.36866,10.546431,0.48222,0.07198,357.83
DVA,11049867264,95.585106,1.141,,0.009523825670676257,0.5972850678733032,0.288300791184942,1.504,13.39795,95.585106,0.5174,0.071490005,576.988
DAY,9066851328,3.4785008,1.172,,-0.5083180972095036,0.013574660633484163,0.4424519820390365,16.303,515.5455,3.4785008,0.01031,0.00551,47.498
DECK,18375278592,6.9841366,1.11,,-0.356068101324082,0.05429864253393665,0.43099308180952756,17.335,19.65422,6.9841366,0.39797002,0.19806999,9.77
DE,133698543616,5.9476953,1.094,1.37,0.02484018165070836,0.6176470588235294,0.33032481231434674,82.822,21.815767,5.9476953,0.27745,0.0496,289.674
DAL,31563845632,2.029813,1.46,1.32,0.0922649703605659,0.7149321266968326,0.5101138112783467,23.815,8.570922,2.029813,0.27521,0.04735,151.356
DVN,20927492096,1.4380442,1.046,3.17,0.8841203424071266,0.9909502262443439,0.5945520137022672,22.621,7.4100227,1.4380442,0.20963,0.09558,60.969
DXCM,33199699968,14.646255,1.435,,-0.49545851765261095,0.01583710407239819,0.4442318247297421,5.781,63.66165,14.646255,0.23716,0.05975,113.968
FANG,40551104512,1.02966,1.035,4.04,0.47342096146027346,0.9592760180995475,0.621471683936441,133.918,8.575249,1.02966,0.14668,0.07135,33.594
DLR,57156997120,2.72766,0.949,2.92,-0.16756948875489833,0.27149321266968324,0.26282514400750767,61.067,158.6381,2.72766,0.01849,0.00997,79.552
DFS,47831687168,2.670873,1.146,1.48,0.041102329079451896,0.6447963800904978,0.4362103787730934,71.164,10.147892,2.670873,0.28472,0.03185,76.665
DG,20160344064,2.719236,0.277,2.54,-0.0070289819538504736,0.5746606334841629,0.2645399761396659,33.708,17.937378,2.719236,0.15890001,0.03917,235.555
DLTR,17961349120,4.621749,0.871,,0.20309341929243138,0.832579185520362,0.3893737125555476,18.493,17.695652,4.621749,0.18466999,0.04654,196.877
D,46980255744,1.7817523,0.57,4.84,0.19621858569518252,0.8235294117647058,0.2031148068381155,30.919,21.270271,1.7817523,0.07719,0.02863,145.196
DASH,77765320704,9.219331,1.679,,-0.597527576054738,0.004524886877828055,0.7803223124626002,19.906,229.40001,9.219331,0.04336,0.01424,6.278
DOV,24152240128,3.383723,1.275,1.2,-0.18394179141873213,0.24434389140271492,0.2487039441139857,52.061,23.394423,3.383723,0.16876,0.06711,41.649
DOW,20838291456,1.2412632,0.94,9.84,0.2679852402769924,0.8914027149321267,0.33385077776290434,23.75,73.7,1.2412632,0.020599999,0.01827,103.62
DHI,37485297664,1.5481522,1.456,1.3,-0.22544376630571245,0.18099547511312217,0.3980005412543417,78.823,9.251706,1.5481522,0.17649001,0.098900005,26.598
DTE,28247076864,2.3695295,0.469,3.15,0.24121771046468596,0.8710407239819005,0.20713678931128773,57.446,18.394594,2.3695295,0.13295999,0.02915,196.504
DUK,93527343104,1.8813322,0.376,3.41,0.17314028378398486,0.8031674208144797,0.1913530096173574,63.96,19.955223,1.8813322,0.09478,0.02841,168.902
DD,27943178240,1.2237453,1.06,2.54,-0.07992135456378184,0.46153846153846156,0.312395231783031,54.562,2225.6665,1.2237453,0.00199,0.03362,33.114
EMN,8948150272,1.5234613,1.304,4.41,0.06599031967914915,0.6832579185520362,0.31535969071898606,50.871,9.872612,1.5234613,0.16032,0.059520002,86.003
ETN,121252126720,6.551994,1.129,1.38,-0.14060638475774598,0.332579185520362,0.2683853416486787,47.294,31.268415,6.551994,0.20812,0.07821,58.004
EBAY,32033267712,6.5017304,1.291,1.66,-0.29768538687432883,0.10180995475113122,0.3451157829241907,10.691,16.709135,6.5017304,0.36479,0.067779996,145.01
ECL,71665549312,10.771165,1.056,1.02,-0.2606016219499125,0.14479638009049775,0.2736868079699013,23.458,34.37687,10.771165,0.24774,0.07764,103.915
EIX,21619888128,1.4435452,0.77,5.94,0.09014985800447314,0.7126696832579186,0.2421298097592587,38.925,7.9476657,1.4435452,0.15001,0.02796,210.459
EW,43220688896,4.264136,1.125,,-0.09290840972444597,0.4230769230769231,0.30328312567388904,17.279,30.44628,4.264136,0.16511999,0.084180005,6.863
EA,39952740352,6.169511,0.746,0.49,0.126279350326748,0.751131221719457,0.2683770665364486,24.848,36.070587,6.169511,0.16131,0.078379996,29.502
ELV,91408785408,2.1478512,0.665,1.64,0.23574529111836337,0.8619909502262444,0.2851107339460876,188.365,15.736289,2.1478512,0.14175001,0.0493,70.397
EMR,63466950656,3.2890122,1.248,1.92,0.01993322563113624,0.6085972850678733,0.2776043480769467,34.22,31.704227,3.2890122,0.08335,0.04718,77.857
ENPH,6662035456,8.21602,1.801,,-0.27003997802734375,0.12895927601809956,0.7413843402841839,6.18,46.58257,8.21602,0.17132,0.03012,152.289
ETR,35719782400,2.3522737,0.603,2.85,0.20867942212263146,0.834841628959276,0.22634906850503225,35.251,26.834951,2.3522737,0.08853,0.03068,199.493
EOG,60647854080,2.075225,0.795,3.61,0.6823415083176665,0.9773755656108597,0.4895208592928075,53.546,10.288889,2.075225,0.20899999,0.105059996,17.15
EPAM,10028465152,2.7751226,1.709,,-0.4638402673170397,0.01809954751131222,0.606480692058261,63.817,22.618135,2.7751226,0.11568,0.08141,4.341
EQT,33295577088,1.6070036,0.591,1.17,1.5867638824975148,1.0,0.569116970904766,34.611,91.18032,1.6070036,0.022969998,0.0125,34.392
EFX,33522552832,6.729916,1.675,0.75,-0.2846198719403981,0.11538461538461539,0.31574590556169724,40.106,55.08367,6.729916,0.12519,0.05641,97.097
EQIX,84553768960,6.087811,0.963,2.15,-0.1563423456155646,0.3076923076923077,0.2807692287444829,141.987,90.04063,6.087811,0.07059,0.03119,141.235
EQR,27389065216,2.4084852,0.91,3.93,-0.08557866679873156,0.4502262443438914,0.29488317096749833,29.039,26.694658,2.4084852,0.08901,0.02643,70.333
ERIE,18468792320,8.933631,0.369,1.5,-0.0999445150201274,0.4095022624434389,0.25488764878677966,39.536,30.034014,8.933631,0.3238,0.16288,0.615
ESS,19519631360,3.2663178,0.8,3.61,-0.1572923661528377,0.3054298642533937,0.28757601056238385,86.547,27.025812,3.2663178,0.12810999,0.028299998,118.416
EG,14803777536,1.0460888,0.578,2.34,0.09919118839490955,0.7239819004524887,0.2862361986378083,332.706,17.57778,1.0460888,0.06122,0.01207,25.368
EVRG,15316563968,1.5383726,0.505,3.83,0.1258718451677868,0.748868778280543,0.21743435681960657,43.286,17.56992,1.5383726,0.09047,0.02912,144.484
ES,23145254912,1.5083679,0.629,4.84,0.14432590190222233,0.7714932126696833,0.20913308546537435,41.767,27.631578,1.5083679,0.05617,0.03091,189.941
EXC,45641302016,1.6532582,0.513,3.45,0.32818442045484864,0.9276018099547512,0.2228260572727084,27.346,16.80669,1.6532582,0.10099,0.02755,174.861
EXPE,19984332800,12.958889,1.623,0.96,-0.21640074250950445,0.19004524886877827,0.4956789517089295,12.089,17.52349,12.958889,0.52188,0.04084,278.63
EXPD,14917569536,6.526291,1.087,1.43,-0.1079020468981754,0.4004524886877828,0.24495729085102488,16.717,18.122923,6.526291,0.37695,0.14770001,25.721
EXR,32884676608,2.2682397,1.154,4.4,-0.09456184188306893,0.42081447963800905,0.27760834307214266,65.434,34.516277,2.2682397,0.063930005,0.03329,89.649
XOM,462467465216,1.7603058,0.475,3.79,0.6700863707700112,0.9728506787330317,0.35836324532644187,60.961,14.232095,1.7603058,0.14302,0.061979998,13.918
FFIV,15510552576,4.719936,0.999,,-0.2886457593500311,0.10633484162895927,0.3235031871716594,57.219,25.62334,4.719936,0.19892,0.08076,8.051
FDS,17251510272,8.396809,0.873,1.0,-0.19700905843649036,0.2239819004524887,0.26295792502794335,54.142,32.265434,8.396809,0.28119,0.10808,80.856
FAST,45086609408,12.218249,1.009,2.24,-0.07887178183705193,0.4683257918552036,0.23622833877214136,6.433,39.3,12.218249,0.32351002,0.20121,13.435
FRT,8077315584,2.6594987,1.12,4.62,-0.05732767493545309,0.504524886877828,0.401236492030162,35.157,27.33918,2.6594987,0.094469994,0.0317,133.513
FDX,52191850496,1.9574419,1.375,2.56,-0.04463854732934796,0.5226244343891403,0.34151366397250804,111.283,13.708622,1.9574419,0.14762,0.04879,
FIS,41159442432,2.7354305,1.096,2.12,-0.003473855125660471,0.583710407239819,0.2979286104041368,28.639,49.898087,2.7354305,0.05246,0.034360003,80.216
FITB,24930824192,1.3628402,0.914,4.03,-0.06852091399450849,0.49321266968325794,0.4099882407923805,27.406,11.857142,1.3628402,0.11715,0.01081,
FSLR,15087085568,1.8427359,1.464,,-0.31592660433981473,0.08823529411764706,0.5022503377100812,76.343,11.95242,1.8427359,0.16766001,0.07502,7.7
