Ticker,Score
MRK,0.5208845208845209
PGR,0.4479934479934481
COST,0.3910728910728916
BRK-B,0.3830876330876334
GD,0.3798116298116298
GOOGL,0.36895986895986915
GOOG,0.36527436527436546
LDOS,0.3648648648648651
REGN,0.3603603603603599
META,0.35257985257985314
LLY,0.3517608517608523
CL,0.34398034398034427
NVR,0.339066339066339
CMI,0.3366093366093365
CAT,0.3357903357903357
ALL,0.3237100737100733
CI,0.32268632268632264
QCOM,0.3173628173628172
JPM,0.3020065520065517
PG,0.30077805077805025
LMT,0.3001638001637991
VZ,0.29402129402129346
TT,0.29197379197379153
CB,0.28910728910728867
ETN,0.2878787878787875
TMUS,0.28787878787878707
AMGN,0.2837837837837831
TRV,0.28357903357903297
GRMN,0.28276003276003214
KMB,0.28009828009827886
ELV,0.2762080262080257
ERIE,0.2706797706797697
MPWR,0.2661752661752656
XOM,0.2637182637182629
HIG,0.26248976248976175
WMT,0.25880425880425845
ACGL,0.2583947583947577
WM,0.2536855036855033
PCAR,0.25266175266175206
RMD,0.25266175266175184
K,0.2502047502047492
GWW,0.24815724815724738
JNJ,0.24795249795249724
APH,0.2430384930384925
