,MarketCap,Momentum_6m,Volatility,Return_6m
PFE,129989640192,-0.1795836459104535,0.24048394859608851,-0.1795836459104535
PCG,38217744384,-0.16448285833030385,0.256780279023498,-0.16448285833030385
PM,264981954560,0.32143684543160655,0.24574416008538982,0.32143684543160655
PSX,42654629888,-0.19473052493840326,0.340049984848556,-0.19473052493840326
PNW,11263406080,0.0862809208387807,0.17948910743200572,0.0862809208387807
PNC,63227600896,-0.13341021640889006,0.26793056500611845,-0.13341021640889006
POOL,10998249472,-0.1630070570645411,0.3238138580431778,-0.1630070570645411
PPG,23634898944,-0.1806870243940848,0.2636286747851238,-0.1806870243940848
PPL,26790629376,0.11702366236756978,0.17622143999904444,0.11702366236756978
PFG,16872880128,-0.16862261193381622,0.28677062714263274,-0.16862261193381622
PG,377517834240,-0.039412586157286045,0.18870441583525638,-0.039412586157286045
PGR,155463876608,0.08844681348296346,0.24673530554298542,0.08844681348296346
PLD,95812378624,-0.12519591339461078,0.295142047551919,-0.12519591339461078
PRU,36871024640,-0.16246408635507215,0.28857494998733957,-0.16246408635507215
PEG,40742453248,-0.08385860314358806,0.2229828101645881,-0.08385860314358806
PTC,18533505024,-0.1579839012386871,0.27006727012050613,-0.1579839012386871
PSA,51535872000,-0.11445002624821621,0.23945888545729194,-0.11445002624821621
PHM,20613890048,-0.23556930891160455,0.34194156695005706,-0.23556930891160455
PWR,42602176512,-0.08125499291051841,0.41717133396695205,-0.08125499291051841
QCOM,164307353600,-0.13302714509491664,0.43698733171233767,-0.13302714509491664
DGX,19633315840,0.11427728515430058,0.2234317475524772,0.11427728515430058
RL,13597400064,0.11227811514937658,0.4017701246087294,0.11227811514937658
RJF,27899846656,0.01565183801384995,0.2956581647001489,0.01565183801384995
RTX,167287652352,0.007918685763578903,0.2597494775250417,0.007918685763578903
O,50964619264,-0.08123405922636573,0.1859615492614422,-0.08123405922636573
REG,13048363008,0.012808708727488183,0.1998488212556993,0.012808708727488183
REGN,65568440320,-0.3729717076749327,0.28506971711339213,-0.3729717076749327
RF,18465468416,-0.12496527039385019,0.30259736310658275,-0.12496527039385019
RSG,75990720512,0.20070077464333158,0.17905647372378403,0.20070077464333158
RMD,34618691584,-0.012747792855391182,0.3400563635857366,-0.012747792855391182
RVTY,11429645312,-0.20512082681775667,0.3277648472185854,-0.20512082681775667
ROK,28103204864,-0.0675338611061369,0.34962137339238575,-0.0675338611061369
ROL,26907154432,0.12393672516194698,0.22326220777580377,0.12393672516194698
ROP,60099428352,0.013209576602060569,0.21555332713431627,0.013209576602060569
ROST,46013771776,-0.036068035902433127,0.24957410479364567,-0.036068035902433127
RCL,57561726976,0.048455159426074035,0.44355294840925513,0.048455159426074035
SPGI,147594248192,-0.061949656633749406,0.21841419898616368,-0.061949656633749406
CRM,257403863040,-0.06850837958470135,0.3889991505507868,-0.06850837958470135
SBAC,24073000960,-0.07131487876468057,0.27172956171175655,-0.07131487876468057
SLB,47499866112,-0.16573528178019037,0.351508568190774,-0.16573528178019037
STX,17580199936,-0.2542911787329163,0.39334018826791245,-0.2542911787329163
SRE,48684863488,-0.10742359472284735,0.306438160532432,-0.10742359472284735
NOW,195648978944,0.029751072711391213,0.44214668186821093,0.029751072711391213
SHW,84115079168,-0.07864964667163188,0.2417080493772461,-0.07864964667163188
SPG,58882072576,-0.08241717630977963,0.26654325770901044,-0.08241717630977963
SWKS,9447934976,-0.3448015581983441,0.5357045632149323,-0.3448015581983441
SJM,12311288832,-0.00108651835616147,0.2451712253213627,-0.00108651835616147
SW,22157869056,-0.038540652149859356,0.41015440480325294,-0.038540652149859356
SNA,16248928256,-0.03309706407863788,0.2565182619436993,-0.03309706407863788
SOLV,11682893824,-0.09007025011090519,0.332289880965424,-0.09007025011090519
SO,100172931072,-0.012138203160883432,0.18532234083848217,-0.012138203160883432
LUV,15202980864,-0.12143393805384473,0.40852669736700503,-0.12143393805384473
SWK,9568978944,-0.40131870759712884,0.41067089955603514,-0.40131870759712884
SBUX,95259287552,-0.12429164014398575,0.4348630999886261,-0.12429164014398575
STT,25279383552,-0.011620058853678006,0.27870488336328336,-0.011620058853678006
STLD,19093868544,-0.025989626091586504,0.37810954639056776,-0.025989626091586504
STE,22239068160,0.020873998743015765,0.22285686640379215,0.020873998743015765
SYK,139339382784,0.002004463596160244,0.22343274361688029,0.002004463596160244
SMCI,21644253184,-0.20665650963092785,1.1364385242182287,-0.20665650963092785
SYF,19755563008,-0.06876925319536553,0.43881981683053195,-0.06876925319536553
SNPS,69056380928,-0.11104478043483157,0.4039463620360494,-0.11104478043483157
SYY,35488690176,-0.03842061610381775,0.2197854505054669,-0.03842061610381775
TMUS,298008444928,0.07022591196034589,0.26318556301390744,0.07022591196034589
TROW,19895109632,-0.19760677664633086,0.28362589838134383,-0.19760677664633086
TTWO,39778668544,0.40844893679083505,0.2913104016902714,0.40844893679083505
TPR,14259192832,0.5834479350038839,0.4157257237478274,0.5834479350038839
TRGP,38647443456,0.08452985150969528,0.3455681002318441,0.08452985150969528
TGT,43999531008,-0.34239556689496364,0.4035809333162906,-0.34239556689496364
TEL,42897666048,-0.008149346326776885,0.271907629166143,-0.008149346326776885
TDY,21504579584,0.034070703289504456,0.23655279615065833,0.034070703289504456
TER,12432361472,-0.38347309720771117,0.5368470662817169,-0.38347309720771117
TSLA,917812609024,0.30729004271788884,0.7392811431745877,0.30729004271788884
TXN,147953745920,-0.1486080795496615,0.378098654237051,-0.1486080795496615
TPL,30702897152,0.22508728222024366,0.5670971596526266,0.22508728222024366
TXT,12352478208,-0.21809370655807803,0.27478170577368705,-0.21809370655807803
TMO,161061027840,-0.2753599587823229,0.25144257747007276,-0.2753599587823229
TJX,141380173824,0.10545049957770436,0.19060768086488314,0.10545049957770436
TKO,12812102656,0.22587542578241093,0.30831864774114137,0.22587542578241093
TSCO,26538219520,-0.1367229330643407,0.29354789691544253,-0.1367229330643407
TT,77658554368,-0.10852268680356025,0.28205778925192293,-0.10852268680356025
TDG,77291872256,0.02052707696293421,0.27245357646854657,0.02052707696293421
TRV,58998550528,0.008060299233653145,0.25885732617597923,0.008060299233653145
TRMB,15167823872,0.024912805560676876,0.34929568320996196,0.024912805560676876
TFC,49631350784,-0.11200591266836313,0.3093572914231393,-0.11200591266836313
TYL,22868008960,-0.10449590727106606,0.2591869021850934,-0.10449590727106606
TSN,21877454848,0.04600028777702003,0.22114209483218528,0.04600028777702003
USB,62477991936,-0.150094003213059,0.29372554596142436,-0.150094003213059
UBER,163327082496,-0.03308050666540163,0.43570737361442663,-0.03308050666540163
UDR,15666989056,-0.04739561299714001,0.22001056601312688,-0.04739561299714001
ULTA,17423912960,0.05112189573675274,0.38628442016711895,0.05112189573675274
UNP,128726056960,-0.10664682200474584,0.22934677262790118,-0.10664682200474584
UAL,22551760896,-0.08444087925778654,0.5518655133096008,-0.08444087925778654
UPS,83837886464,-0.23449579688070965,0.3132476803979007,-0.23449579688070965
URI,42077753344,-0.2491631572795625,0.39539407002833044,-0.2491631572795625
UNH,386162327552,-0.2593940050955953,0.3740618412688483,-0.2593940050955953
UHS,11345266688,-0.2601707761532013,0.338307174659814,-0.2601707761532013
VLO,35664769024,-0.14765600345479524,0.3719933392828337,-0.14765600345479524
VTR,29942894592,0.0666330776949926,0.22265557046744416,0.0666330776949926
VLTO,22897680384,-0.1724160951027618,0.21673328064066744,-0.1724160951027618
VRSN,25614981120,0.4596287090577802,0.22132391198425438,0.4596287090577802
VRSK,40337625088,0.07211598675983444,0.21930692183418066,0.07211598675983444
VZ,180487094272,0.04428235366133371,0.22277409299564113,0.04428235366133371
VRTX,126956879872,0.03986016830517136,0.2622632649637515,0.03986016830517136
VTRS,9704699904,-0.2881224517267508,0.3484772530851191,-0.2881224517267508
VICI,34300446720,0.010691664840338122,0.19974496746058126,0.010691664840338122
V,647588675584,0.18112380889903856,0.21974621552689733,0.18112380889903856
VST,43077480448,0.01619033631705946,0.7583408757886981,0.01619033631705946
VMC,32960569344,-0.022500699614826924,0.264907215840556,-0.022500699614826924
WRB,27215712256,0.21731818148275828,0.24078130080231744,0.21731818148275828
GWW,49093918720,-0.07397632723634384,0.22721527742970152,-0.07397632723634384
WAB,31723458560,-0.027700630931763892,0.2787257091615672,-0.027700630931763892
WBA,9538062336,0.165924701614111,0.63503057215505,0.165924701614111
WMT,768334757888,0.16511075652802187,0.2499119483250082,0.16511075652802187
DIS,163207282688,-0.06264171951653552,0.29731299283091794,-0.06264171951653552
WBD,21250287616,0.14077024080275824,0.5825767429807458,0.14077024080275824
WM,91856420864,0.08944176984036845,0.20137127225806045,0.08944176984036845
WAT,20270225408,-0.004536953305757874,0.37657285116891076,-0.004536953305757874
WEC,34751975424,0.11057281964823185,0.1732280427239164,0.11057281964823185
WFC,227436969984,0.08745623684130677,0.33677658289363954,0.08745623684130677
WELL,96264536064,0.14034589601759828,0.21028801271420128,0.14034589601759828
WST,15414430720,-0.24991584674815293,0.5463335470797486,-0.24991584674815293
WDC,14184262656,-0.20377893658903468,0.4813053366046819,-0.20377893658903468
WY,18509152256,-0.20571778096065296,0.2621241643760359,-0.20571778096065296
WSM,18699331584,0.0890256822163289,0.5508740483404013,0.0890256822163289
WMB,72765095936,0.14870260273741764,0.26184462851951423,0.14870260273741764
WTW,30445037568,0.04157994426555045,0.20202164363803332,0.04157994426555045
WDAY,63358558208,-0.029299707766603844,0.37232162056680046,-0.029299707766603844
WYNN,8717372416,-0.16943459496986613,0.3963052090284516,-0.16943459496986613
XEL,40540536832,0.1016644766886412,0.19856303078154408,0.1016644766886412
XYL,28252817408,-0.11101372690805567,0.2553891663667473,-0.11101372690805567
YUM,41103626240,0.1151260155712941,0.22530362801752324,0.1151260155712941
ZBRA,12593526784,-0.33806450136246224,0.3787042317195001,-0.33806450136246224
ZBH,20082839552,-0.02209429734300139,0.23408541990036638,-0.02209429734300139
ZTS,68456980480,-0.18305415345372456,0.24928735860182252,-0.18305415345372456
